sample_index,time_sec,mem_avg_MB,mem_peak_MB,power_avg_W,power_peak_W,time_per_output_token,time_to_first_token,kv,quant,context
114,173.59798383712769,16339.854179518537,31777.35107421875,7.22164723725372,15.13312,0.5904086292001011,170.63990391100015,fullkv,kivi,128
115,167.16086149215698,16358.862591058392,31782.28173828125,7.203377777777709,14.73488,0.5600317885000551,164.9168621250028,fullkv,kivi,128
116,167.29629921913147,16358.779211016814,31782.28173828125,7.207852702538062,15.13312,0.5572154012497771,165.0623176750014,fullkv,kivi,128
117,171.64150667190552,16326.961854382651,31782.28173828125,7.418810582653015,14.72896,0.660078254799736,165.03604900700157,fullkv,kivi,128
118,171.64713430404663,16327.335251387045,31782.28173828125,7.416108254931712,14.73488,0.660884869599976,165.03300782299993,fullkv,kivi,128
119,167.8305253982544,16353.738858866658,31782.28173828125,7.250803383930325,15.13312,0.5928213505998421,164.8616316330008,fullkv,kivi,128
120,169.52745842933655,16343.527653359037,31782.28173828125,7.310698829996107,14.73488,0.633015847571057,165.09114113100077,fullkv,kivi,128
121,168.6554172039032,16347.687082207325,31782.28173828125,7.29168476568689,14.72896,0.6169475498336391,164.94866778000141,fullkv,kivi,128
122,167.4096851348877,16358.279660707944,31782.28173828125,7.214663019480464,15.13312,0.558511082749646,165.16974434900112,fullkv,kivi,128
123,171.01990008354187,16330.097952209378,31782.28173828125,7.382549614791952,15.13312,0.6515595716668431,165.15100974799861,fullkv,kivi,128
124,173.73093843460083,16339.538845416197,31777.35107421875,7.20825136966124,15.53136,0.592019111999979,170.7656497700009,fullkv,kivi,128
125,176.6352460384369,16319.406748626192,31777.35107421875,7.338817401129944,15.53136,0.654207111666538,170.74233292999998,fullkv,kivi,128
126,172.35975074768066,16323.74031627668,31782.28173828125,7.476221394647569,15.13312,0.664371214909227,165.04626076099885,fullkv,kivi,128
127,173.67343425750732,16338.929366924925,31777.35107421875,7.224999837937358,15.53136,0.592168602799938,170.7081172040016,fullkv,kivi,128
128,173.2809100151062,16346.00835701973,31777.35107421875,7.149736374836659,15.13312,0.556759641750431,171.0493417889993,fullkv,kivi,128
129,166.6894886493683,16365.840739033134,31782.28173828125,7.172443353985947,15.13312,0.502008587332966,165.17815545300255,fullkv,kivi,128
130,169.6200714111328,16342.695019588853,31782.28173828125,7.30840393236327,15.12704,0.631885483857331,165.19127069100068,fullkv,kivi,128
131,167.43814897537231,16361.180493884314,31782.28173828125,7.190034002034577,14.72896,0.560271229000136,165.19314217200008,fullkv,kivi,128
132,168.1839792728424,16354.541411918339,31782.28173828125,7.228912279574214,14.73488,0.593578724999679,165.2094778990031,fullkv,kivi,128
133,180.37963008880615,16298.19883636403,31777.35107421875,7.503732143575985,15.53136,0.6766270613570661,170.9024787010021,fullkv,kivi,128
134,171.1003658771515,16331.103552456963,31782.28173828125,7.395233197696715,15.12704,0.653350203777841,165.21413493599903,fullkv,kivi,128
135,167.51612949371338,16359.579010096852,31782.28173828125,7.21005648593547,15.12704,0.558361204750326,165.2780306450004,fullkv,kivi,128
136,168.05412340164185,16354.83582931084,31782.28173828125,7.261490090890677,15.12704,0.5921074915997451,165.08974802900048,fullkv,kivi,128
137,167.58431553840637,16359.230552081217,31782.28173828125,7.198329134498119,15.53136,0.561234546999912,165.33129538700086,fullkv,kivi,128
138,171.20820331573486,16331.19874892805,31782.28173828125,7.343722617539754,14.73488,0.652910549221916,165.3265514650011,fullkv,kivi,128
139,169.5966227054596,16342.707746940694,31782.28173828125,7.314348168570097,14.73488,0.6329071864285131,165.16079547399931,fullkv,kivi,128
140,169.71314883232117,16340.575306455068,31782.28173828125,7.310463404505282,15.13312,0.6310496682854131,165.29082005700184,fullkv,kivi,128
141,167.3182611465454,16359.138123664257,31765.72314453125,7.181386558111106,14.73488,0.566686277750704,165.04334003399708,fullkv,kivi,128
142,195.78335332870483,16205.016270697897,31782.28173828125,8.22386829631661,15.12704,0.71086872416277,165.21044865700242,fullkv,kivi,128
143,169.48918199539185,16342.18071202556,31782.28173828125,7.332221637795284,15.13312,0.632904821714224,165.05058821000057,fullkv,kivi,128
144,168.06798553466797,16354.183104483518,31782.28173828125,7.251404907183044,14.72896,0.592455013799917,165.10000894100085,fullkv,kivi,128
145,167.88782262802124,16353.483278264908,31782.28173828125,7.249322156268807,14.73488,0.592087487199751,164.92180798299887,fullkv,kivi,128
146,168.72052526474,16348.591859577518,31782.28173828125,7.296121906280948,15.12704,0.617168159832848,165.01229023700216,fullkv,kivi,128
147,173.646342754364,16337.886689588133,31777.35107421875,7.233540600921577,15.13312,0.5930753462002031,170.67556711900033,fullkv,kivi,128
148,167.46304202079773,16360.566308573918,31782.28173828125,7.18428870836714,14.73488,0.557855971250319,165.22706996299894,fullkv,kivi,128
149,169.63110661506653,16342.059077231002,31782.28173828125,7.306263311049734,15.12704,0.63218404257142,165.2008352490011,fullkv,kivi,128
150,170.52009344100952,16335.129053122126,31782.28173828125,7.334278861126979,14.73488,0.644640725499812,165.3556654210006,fullkv,kivi,128
151,173.98638272285461,16311.869177633655,31782.28173828125,7.528379665993511,15.12704,0.6745549071537631,165.2118752710012,fullkv,kivi,128
152,173.30418133735657,16342.76572694484,31777.35107421875,7.187533189430517,15.13312,0.5598581132499021,171.0588890609979,fullkv,kivi,128
153,169.6678168773651,16341.282678412006,31782.28173828125,7.336253367366989,15.13312,0.6317758932855211,165.23730272100147,fullkv,kivi,128
154,169.84492659568787,16341.85646528546,31782.28173828125,7.309158387413886,15.13312,0.631503736999937,165.41773512099826,fullkv,kivi,128
155,177.6375617980957,16316.419522387652,31777.35107421875,7.382266834205843,15.13312,0.6591082194001501,171.0414386170014,fullkv,kivi,128
156,167.79670238494873,16358.843500110224,31782.28173828125,7.195180803897671,15.12704,0.558372150499963,165.55969292400187,fullkv,kivi,128
157,167.05078268051147,16366.148962214158,31782.28173828125,7.115914326824223,14.73488,0.503247708334432,165.5353499979974,fullkv,kivi,128
158,174.384583234787,16338.127365254753,31785.51220703125,7.203181607175375,14.73488,0.5908428471993831,171.42460970899992,fullkv,kivi,128
159,166.7806568145752,16364.348180097415,31782.28173828125,7.155048263374426,15.12704,0.501039973332808,165.27243055399958,fullkv,kivi,128
160,169.19957613945007,16346.468416702548,31782.28173828125,7.265955939730381,14.73488,0.616213320166328,165.4962482689989,fullkv,kivi,128
161,170.54252982139587,16337.908417626762,31782.28173828125,7.33377335408531,14.72896,0.6447273343751471,165.37940986899775,fullkv,kivi,128
162,169.6404218673706,16343.91123701651,31782.28173828125,7.330297531645398,15.13312,0.631548622285793,165.21425864399862,fullkv,kivi,128
163,167.40293169021606,16358.769268627422,31782.28173828125,7.214455938135898,14.73488,0.5602602339995421,165.15674518699961,fullkv,kivi,128
164,169.69562196731567,16342.350142507206,31782.28173828125,7.317331909715409,15.12704,0.631481301428721,165.2699550090001,fullkv,kivi,128
165,170.2620108127594,16337.62255545276,31782.28173828125,7.361146323586533,15.13312,0.6435085425000581,165.10851836099755,fullkv,kivi,128
166,167.42085576057434,16358.81882814491,31782.28173828125,7.224000978593285,15.13312,0.560684718750053,165.1736003099977,fullkv,kivi,128
167,173.20427656173706,16342.475188664028,31777.35107421875,7.179696517857114,15.13312,0.557813561750663,170.9682595209997,fullkv,kivi,128
168,167.47040343284607,16359.508882958915,31782.28173828125,7.210815791403557,14.73488,0.5603295685004921,165.22219932499866,fullkv,kivi,128
169,171.1432375907898,16331.67796388969,31782.28173828125,7.372575760368711,15.13312,0.6527835562224531,165.26086485999986,fullkv,kivi,128
170,169.5906367301941,16344.085488673876,31782.28173828125,7.323912022073367,15.13312,0.630641968285739,165.16998962100115,fullkv,kivi,128
171,169.45982789993286,16342.355288897339,31782.28173828125,7.342130407079415,15.52512,0.630344327571427,165.0419595150015,fullkv,kivi,128
172,170.47598958015442,16335.53913616719,31782.28173828125,7.370858800773701,15.13312,0.64474742350012,165.31169471500107,fullkv,kivi,128
173,168.30969166755676,16353.136057166603,31782.28173828125,7.250582971726469,15.13312,0.591846860999794,165.34413364500142,fullkv,kivi,128
174,174.13029766082764,16337.94528244226,31777.35107421875,7.21344902609334,15.9296,0.591995304000011,171.16295445300057,fullkv,kivi,128
175,176.03628826141357,16325.487717815064,31777.35107421875,7.335118159443526,15.13312,0.642094936124976,170.89367606900123,fullkv,kivi,128
176,169.16627097129822,16347.095208160274,31782.28173828125,7.273937361634483,15.13312,0.6157528581667671,165.46668924199912,fullkv,kivi,128
177,169.07141208648682,16348.378350719853,31782.28173828125,7.267363905536813,15.13312,0.6148126286667921,165.3777790899985,fullkv,kivi,128
178,176.21665906906128,16323.738225565752,31777.35107421875,7.31343749109049,15.13312,0.64347721262493,171.06465817700155,fullkv,kivi,128
179,177.6551549434662,16315.11992080148,31777.35107421875,7.363557689757452,15.13312,0.6603996727997581,171.0460638830009,fullkv,kivi,128
180,167.4461328983307,16358.835968582374,31782.28173828125,7.220125930445435,15.13312,0.559018076500251,165.20337449100043,fullkv,kivi,128
181,169.00946831703186,16348.72056719358,31782.28173828125,7.290958930353164,14.73488,0.615935196499776,165.30807192499924,fullkv,kivi,128
182,167.67836666107178,16358.663764343324,31782.28173828125,7.184042532057794,15.12704,0.5582550560002341,165.43932616800157,fullkv,kivi,128
183,170.44596242904663,16336.779617508895,31782.28173828125,7.351874470656975,15.13312,0.6444263579996911,165.28572821800117,fullkv,kivi,128
184,171.24596166610718,16331.96888342297,31782.28173828125,7.379230834132069,14.73488,0.6522411225556021,165.37156737400073,fullkv,kivi,128
185,170.6275041103363,16337.686977769501,31782.28173828125,7.347540198096714,14.73488,0.645467774999815,165.45764983900153,fullkv,kivi,128
186,174.2259202003479,16340.413784672315,31777.35107421875,7.21146112759638,15.13312,0.5919878223998241,171.26079606699932,fullkv,kivi,128
187,168.0930690765381,16354.41223179168,31765.72314453125,7.229405658694724,14.73488,0.5969654102002091,165.10304581200035,fullkv,kivi,128
188,170.39923930168152,16338.381528892689,31782.28173828125,7.340254683050546,15.13312,0.6448346356255571,165.23572564299684,fullkv,kivi,128
189,168.48988842964172,16352.930008078782,31782.28173828125,7.220996774582733,15.13312,0.594914955199055,165.51090116400155,fullkv,kivi,128
190,168.0756139755249,16354.122547061876,31765.72314453125,7.236900056519973,14.73488,0.596526526000525,165.08659449799597,fullkv,kivi,128
191,167.54397773742676,16358.892423061367,31782.28173828125,7.213044859355861,15.13312,0.559813134999785,165.29975424800068,fullkv,kivi,128
192,167.62493348121643,16359.070877737,31782.28173828125,7.199755161881398,15.13312,0.559009481750763,165.38226419800048,fullkv,kivi,128
193,167.7479054927826,16361.928764284168,31782.28173828125,7.177619209131653,14.73488,0.5592693347498421,165.5072489189988,fullkv,kivi,128
194,173.17872023582458,16343.575126235897,31777.35107421875,7.160409971967809,15.13312,0.557465078500172,170.94349830300052,fullkv,kivi,128
195,173.27850818634033,16319.04880162349,31782.28173828125,7.481832208178331,14.73488,0.6702966771669401,165.2318202039969,fullkv,kivi,128
196,172.64642667770386,16321.876842326947,31782.28173828125,7.435082972972789,15.12704,0.6646649617277111,165.3295912609974,fullkv,kivi,128
197,169.6670958995819,16342.78516047007,31782.28173828125,7.292609357690019,15.13312,0.631405140429186,165.24131460699573,fullkv,kivi,128
198,167.84883189201355,16359.649491786473,31782.28173828125,7.146910933116393,14.72896,0.5606634802497861,165.60107241600053,fullkv,kivi,128
199,171.89831829071045,16327.86378637811,31782.28173828125,7.379096690047244,14.73488,0.661113422500056,165.2814008810019,fullkv,kivi,128
0,203.58391571044922,16073.936602077232,31290.283203125,7.190937457739915,13.9384,0.196752849222523,201.80572196999856,h2o,kivi,128
1,197.08811902999878,16027.272863574739,31290.34423828125,7.302432893616945,13.54016,0.18923673011077902,195.37986386899138,h2o,kivi,128
2,197.0633635520935,16028.858444081607,31290.34423828125,7.323511742898945,14.33664,0.180793678875488,195.61344775999896,h2o,kivi,128
3,215.62222027778625,16006.58971041939,31285.47607421875,7.144764446422387,13.9384,0.185568327699729,213.7628763100074,h2o,kivi,128
4,200.98886728286743,16037.159138942543,31290.34423828125,7.271169199245067,13.9328,0.17933365649999602,199.90752180801064,h2o,kivi,128
5,197.14657163619995,16031.131969378388,31290.34423828125,7.298610706638112,13.9384,0.18030626950106401,196.06120017899957,h2o,kivi,128
6,196.68008017539978,16034.509766084218,31290.34423828125,7.284680757758885,13.9384,0.166673218249343,196.009712708008,h2o,kivi,128
7,197.33350372314453,16029.403893052504,31290.34423828125,7.320873786926788,13.9384,0.17729558914392501,196.08734932399238,h2o,kivi,128
